"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-21","12.75","1.41","0.0","0.0",,"67","62","   70","   70","19.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-22","13.87","1.23","0.0","0.0",,"64","59","   40","   30","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-23","5.37","0.00","0.0","0.0",,"81","62","  100","  330","13.0","15.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-24","8.72","0.00","0.0","0.0",,"80","64","   20","   30","21.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-25","11.41","0.00","0.0","0.0",,"78","61","  100","  100","21.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-26","8.95","0.76","0.0","0.0",,"84","66","  180","  160","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-27","6.71","0.03","0.0","0.0",,"80","69","  280","  270","18.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-28","4.70","0.00","0.0","0.0",,"88","68","   90","   80","14.1","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-29","10.07","0.00","0.0","0.0",,"96","73","  200","  200","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-30","11.18","0.00","0.0","0.0",,"94","80","  190","  190","21.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-01","12.30","0.24","0.0","0.0",,"94","76","  260","  250","38.0","49.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-02","5.82","0.00","0.0","0.0",,"85","69","  100","   90","12.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-03","6.26","0.00","0.0","0.0",,"89","63","   80","   90","15.0","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-04","7.61","0.01","0.0","0.0",,"93","76","  190","  180","17.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-05","6.49","0.02","0.0","0.0",,"92","74","  290","  300","18.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-06","13.87","0.00","0.0","0.0",,"75","64","   40","   40","21.9","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-07","6.93","0.00","0.0","0.0",,"82","59","  110","   90","15.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-08","4.25","0.00","0.0","0.0",,"88","63","  170","  170","12.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-09","7.83","0.00","0.0","0.0",,"91","67","  240","  220","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-10","10.74","0.00","0.0","0.0",,"87","71","   30","   40","21.0","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-11","6.49","0.00","0.0","0.0",,"87","67","   40","   30","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-12","7.38","0.00","0.0","0.0",,"87","70","  200","  170","16.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-13","8.72","0.00","0.0","0.0",,"95","72","  240","  160","16.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-14","4.70","0.26","0.0","0.0",,"82","72","  260","  260","17.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-15","3.80","0.00","0.0","0.0",,"91","72","  300","  220","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-16","6.04","0.08","0.0","0.0",,"93","72","   60","  340","18.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-17","9.84","0.00","0.0","0.0",,"81","68","   20","   20","18.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-18","7.38","0.00","0.0","0.0",,"80","63","   70","   50","14.1","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-19","10.29","0.03","0.0","0.0",,"87","67","  160","  170","19.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-20","11.63","0.15","0.0","0.0",,"78","70","  230","  230","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-21","12.97","0.12","0.0","0.0",,"79","69","  350","  350","19.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-22","14.76","0.13","0.0","0.0",,"76","67","   20","   30","23.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-23","9.17","0.00","0.0","0.0",,"82","65","   10","   10","17.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-24","4.92","0.00","0.0","0.0",,"88","66","  320","  320","14.1","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-25","7.83","0.00","0.0","0.0",,"90","67","  300","  300","14.1","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-26","10.29","0.03","0.0","0.0",,"81","66","  290","  240","18.1","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-27","8.05","0.00","0.0","0.0",,"79","62","  310","  300","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-28","5.59","0.00","0.0","0.0",,"82","61","  130","  350","12.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-29","2.91","0.07","0.0","0.0",,"83","62","  110","  100","15.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-30","6.04","0.00","0.0","0.0",,"82","62","  100","   70","15.0","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-31","7.61","0.00","0.0","0.0",,"80","66","   30","   70","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-01","7.61","0.00","0.0","0.0",,"85","63","  220","  220","21.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-02","8.95","0.00","0.0","0.0",,"85","70","  210","  260","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-03","4.03","0.00","0.0","0.0",,"89","67","  100","   90","17.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-04","9.62","0.00","0.0","0.0",,"97","71","  230","  240","21.0","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-05","12.53","0.00","0.0","0.0",,"94","75","  240","  230","25.1","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-06","6.71","0.34","0.0","0.0",,"81","69","  300","  300","19.9","35.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-07","4.92","2.36","0.0","0.0",,"83","69","   30","   20","18.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-08","5.82","0.00","0.0","0.0",,"85","69","   10","   10","13.0","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-09","9.62","0.43","0.0","0.0",,"89","69","  260","  250","25.1","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-10","9.17","0.00","0.0","0.0",,"83","70","   20","   20","19.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-11","4.70","0.00","0.0","0.0",,"88","68","   20","   30","21.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-12","6.04","0.00","0.0","0.0",,"87","70","   30","   20","15.0","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-13","2.91","0.00","0.0","0.0",,"89","66","  110","   30","13.0","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-14","5.14","0.00","0.0","0.0",,"87","71","  240","  240","12.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-15","5.82","0.01","0.0","0.0",,"85","73","  160","  170","17.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-16","4.47","0.50","0.0","0.0",,"86","69","  300","  300","16.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-17","5.59","0.11","0.0","0.0",,"85","68","   30","   60","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-18","8.50","0.00","0.0","0.0",,"80","70","   30","   20","16.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-19","6.49","0.00","0.0","0.0",,"86","68","   80","   90","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-20","10.07","0.82","0.0","0.0",,"79","69","  110","  120","16.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-21","10.51","0.13","0.0","0.0",,"78","66","   10","   10","29.1","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-22","8.72","0.00","0.0","0.0",,"79","58","  340","  350","18.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-23","6.49","0.00","0.0","0.0",,"80","60","  220","  210","16.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-24","11.86","0.04","0.0","0.0",,"72","63","  180","  160","21.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-25","6.71","0.06","0.0","0.0",,"86","66","  180","  180","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-26","8.95","0.00","0.0","0.0",,"93","72","  220","  220","21.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-27","16.11","0.00","0.0","0.0",,"93","78","  200","  200","29.1","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-28","11.86","1.39","0.0","0.0",,"91","67","  330","  320","33.1","44.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-29","9.40","0.42","0.0","0.0",,"76","65","  160","  160","23.9","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-30","6.71","0.00","0.0","0.0",,"73","61","   60","   60","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-31","7.83","0.00","0.0","0.0",,"85","60","  140","  140","25.1","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-01","7.83","0.16","0.0","0.0",,"86","72","  210","  200","21.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-02","9.40","0.02","0.0","0.0",,"91","70","  220","  200","21.0","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-03","6.71","1.79","0.0","0.0",,"88","70","   70","   60","21.0","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-04","7.61","0.00","0.0","0.0",,"92","71","  190","  190","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-05","12.08","0.24","0.0","0.0",,"91","69","  220","  210","23.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-06","13.42","0.56","0.0","0.0",,"70","64","   20","   10","21.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-07","13.42","0.30","0.0","0.0","67","69","63","   40","   40","23.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-08","17.00","0.00","0.0","0.0","67","69","63","   50","   50","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-09","15.21","0.00","0.0","0.0","64","68","60","   30","   30","25.1","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-10","6.71","0.00","0.0","0.0","65","74","56","   10","  360","15.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-11","4.47","0.00","0.0","0.0","67","79","57","  180","  220","12.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-12","5.82","0.00","0.0","0.0","71","82","61","   80","   90","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-13","4.47","0.00","0.0","0.0","69","78","60","   80","   80","13.0","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-14","3.80","0.00","0.0","0.0","73","87","64","   60","   60","14.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-15","6.93","0.00","0.0","0.0","74","82","64","   30","   20","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-16","6.49","0.00","0.0","0.0","76","89","66","  110","  170","15.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-17","3.36","0.00","0.0","0.0","79","91","69","  100","   20","12.1","14.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-18","8.28","0.00","0.0","0.0","73","75","66","  360","  360","21.9","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-19","9.17","0.21","0.0","0.0","69","76","66","   10","  340","16.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-20","7.83","0.00","0.0","0.0","75","93","66","  210","  210","23.0","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-21",,"0.00","0.0","0.0","79","83","56",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-22",,,,,"59",,,,,,
